================================================================================
Airbench94 Training Configuration Log
================================================================================

AGC Used: True
AGC Clip Factor: 10.0
Learning Rate (per 1024 examples): 5.75

Summary Results:
Mean Accuracy: 0.9128
Std Accuracy: 0.0019
Time Mean: 4.8391 seconds
Time Std: 1.8197 seconds

================================================================================

Detailed Training Logs:
================================================================================

------------------------------------------------------------------------------------------------------

|      10  |      0  |      1.6768  |     0.6162  |   0.5916  |               |              0.5116  |
|          |      1  |      1.2959  |     0.7920  |   0.6119  |               |              1.0319  |
|          |      2  |      1.2080  |     0.8330  |   0.7828  |               |              1.5421  |
|          |      3  |      1.1699  |     0.8545  |   0.8617  |               |              2.0173  |
|          |      4  |      1.0957  |     0.9004  |   0.8676  |               |              2.5019  |
|          |      5  |      1.0713  |     0.9189  |   0.8851  |               |              2.9737  |
|          |      6  |      1.0361  |     0.9375  |   0.8934  |               |              3.4303  |
|          |      7  |      1.0322  |     0.9355  |   0.8980  |               |              3.9209  |
|          |      8  |      1.0000  |     0.9502  |   0.9062  |               |              4.4010  |
|          |   eval  |      1.0000  |     0.9502  |   0.9062  |       0.9151  |              4.5654  |
------------------------------------------------------------------------------------------------------

|      11  |      0  |      1.7002  |     0.6055  |   0.5704  |               |              0.4512  |
|          |      1  |      1.3389  |     0.7432  |   0.7170  |               |              0.9675  |
|          |      2  |      1.2012  |     0.8447  |   0.7723  |               |              1.4833  |
|          |      3  |      1.1602  |     0.8740  |   0.8424  |               |              1.9518  |
|          |      4  |      1.0986  |     0.9043  |   0.8745  |               |              2.4287  |
|          |      5  |      1.0938  |     0.8926  |   0.8750  |               |              2.8991  |
|          |      6  |      1.0518  |     0.9229  |   0.8920  |               |              3.3377  |
|          |      7  |      1.0391  |     0.9326  |   0.8970  |               |              3.8216  |
|          |      8  |      1.0107  |     0.9482  |   0.9078  |               |              4.2986  |
|          |   eval  |      1.0107  |     0.9482  |   0.9078  |       0.9126  |              4.4620  |
------------------------------------------------------------------------------------------------------

|      12  |      0  |      1.7109  |     0.5850  |   0.6066  |               |              0.4771  |
|          |      1  |      1.3721  |     0.7334  |   0.7368  |               |              0.9914  |
|          |      2  |      1.2266  |     0.8232  |   0.8195  |               |              1.5102  |
|          |      3  |      1.1553  |     0.8623  |   0.8468  |               |              1.9912  |
|          |      4  |      1.1025  |     0.8945  |   0.8688  |               |              2.4599  |
|          |      5  |      1.0977  |     0.8975  |   0.8822  |               |              2.8812  |
|          |      6  |      1.0430  |     0.9346  |   0.8936  |               |              3.3802  |
|          |      7  |      1.0244  |     0.9385  |   0.8975  |               |              3.8486  |
|          |      8  |      0.9912  |     0.9629  |   0.9023  |               |              4.3185  |
|          |   eval  |      0.9912  |     0.9629  |   0.9023  |       0.9136  |              4.4819  |
------------------------------------------------------------------------------------------------------

|      13  |      0  |      1.6885  |     0.6260  |   0.6045  |               |              0.5259  |
|          |      1  |      1.3574  |     0.7480  |   0.7202  |               |              1.0469  |
|          |      2  |      1.2217  |     0.8398  |   0.8196  |               |              1.5585  |
|          |      3  |      1.1533  |     0.8750  |   0.8115  |               |              2.0308  |
|          |      4  |      1.1367  |     0.8711  |   0.8627  |               |              2.5130  |
|          |      5  |      1.0811  |     0.9023  |   0.8694  |               |              3.0113  |
|          |      6  |      1.0439  |     0.9307  |   0.8942  |               |              3.4832  |
|          |      7  |      1.0283  |     0.9434  |   0.8960  |               |              3.9840  |
|          |      8  |      1.0098  |     0.9609  |   0.9028  |               |              4.3804  |
|          |   eval  |      1.0098  |     0.9609  |   0.9028  |       0.9115  |              4.5438  |
------------------------------------------------------------------------------------------------------

|      14  |      0  |      1.6885  |     0.6094  |   0.6042  |               |              0.5070  |
|          |      1  |      1.3418  |     0.7490  |   0.7149  |               |              0.9880  |
|          |      2  |      1.2607  |     0.7949  |   0.7759  |               |              1.5075  |
|          |      3  |      1.1836  |     0.8545  |   0.8404  |               |              1.9845  |
|          |      4  |      1.1279  |     0.8779  |   0.8642  |               |              2.4548  |
|          |      5  |      1.0693  |     0.9160  |   0.8668  |               |              2.9345  |
|          |      6  |      1.0508  |     0.9180  |   0.8903  |               |              3.4245  |
|          |      7  |      1.0156  |     0.9473  |   0.9015  |               |              3.9058  |
|          |   eval  |      1.0156  |     0.9473  |   0.9015  |       0.9119  |              4.0691  |
------------------------------------------------------------------------------------------------------

|      15  |      0  |      1.7021  |     0.5928  |   0.5876  |               |              0.5141  |
|          |      1  |      1.3232  |     0.7764  |   0.7317  |               |              1.0057  |
|          |      2  |      1.2295  |     0.8262  |   0.8150  |               |              1.5156  |
|          |      3  |      1.1777  |     0.8574  |   0.8425  |               |              1.9887  |
|          |      4  |      1.1338  |     0.8770  |   0.8495  |               |              2.4621  |
|          |      5  |      1.0938  |     0.8965  |   0.8715  |               |              2.9508  |
|          |      6  |      1.0605  |     0.9219  |   0.8899  |               |              3.4338  |
|          |      7  |      1.0420  |     0.9385  |   0.8874  |               |              3.9112  |
|          |      8  |      1.0127  |     0.9561  |   0.9021  |               |              4.3752  |
|          |   eval  |      1.0127  |     0.9561  |   0.9021  |       0.9128  |              4.5385  |
------------------------------------------------------------------------------------------------------

|      16  |      0  |      1.6836  |     0.6064  |   0.5921  |               |              0.4587  |
|          |      1  |      1.3359  |     0.7734  |   0.7373  |               |              0.9697  |
|          |      2  |      1.2432  |     0.8066  |   0.7576  |               |              1.4890  |
|          |      3  |      1.1436  |     0.8750  |   0.8439  |               |              1.9618  |
|          |      4  |      1.1250  |     0.8770  |   0.8734  |               |              2.4394  |
|          |      5  |      1.1025  |     0.8887  |   0.8711  |               |              2.9168  |
|          |      6  |      1.0449  |     0.9434  |   0.8850  |               |              3.3890  |
|          |      7  |      1.0312  |     0.9404  |   0.8970  |               |              3.8680  |
|          |      8  |      1.0146  |     0.9463  |   0.9044  |               |              4.3030  |
|          |   eval  |      1.0146  |     0.9463  |   0.9044  |       0.9145  |              4.4662  |
------------------------------------------------------------------------------------------------------

|      17  |      0  |      1.6895  |     0.5879  |   0.5879  |               |              0.4981  |
|          |      1  |      1.3662  |     0.7393  |   0.6795  |               |              1.0208  |
|          |      2  |      1.2275  |     0.8193  |   0.8000  |               |              1.5375  |
|          |      3  |      1.1523  |     0.8682  |   0.8279  |               |              2.0550  |
|          |      4  |      1.1152  |     0.8906  |   0.8651  |               |              2.5365  |
|          |      5  |      1.0674  |     0.9219  |   0.8852  |               |              3.0108  |
|          |      6  |      1.0371  |     0.9326  |   0.8919  |               |              3.4749  |
|          |      7  |      1.0488  |     0.9219  |   0.9010  |               |              3.9437  |
|          |   eval  |      1.0488  |     0.9219  |   0.9010  |       0.9086  |              4.1082  |
------------------------------------------------------------------------------------------------------

|      18  |      0  |      1.6895  |     0.6025  |   0.5828  |               |              0.5046  |
|          |      1  |      1.3398  |     0.7490  |   0.7147  |               |              1.0143  |
|          |      2  |      1.2197  |     0.8369  |   0.7811  |               |              1.5332  |
|          |      3  |      1.1719  |     0.8506  |   0.8284  |               |              2.0093  |
|          |      4  |      1.1133  |     0.8789  |   0.8649  |               |              2.4801  |
|          |      5  |      1.0771  |     0.9180  |   0.8686  |               |              2.9576  |
|          |      6  |      1.0469  |     0.9219  |   0.8919  |               |              3.4366  |
|          |      7  |      1.0381  |     0.9395  |   0.8944  |               |              3.9109  |
|          |      8  |      1.0166  |     0.9492  |   0.9058  |               |              4.3993  |
|          |   eval  |      1.0166  |     0.9492  |   0.9058  |       0.9143  |              4.5628  |
------------------------------------------------------------------------------------------------------

|      19  |      0  |      1.6953  |     0.6035  |   0.5666  |               |              0.5238  |
|          |      1  |      1.3320  |     0.7627  |   0.7283  |               |              1.0380  |
|          |      2  |      1.2266  |     0.8203  |   0.7926  |               |              1.5505  |
|          |      3  |      1.1895  |     0.8379  |   0.8300  |               |              2.0223  |
|          |      4  |      1.0898  |     0.9023  |   0.8254  |               |              2.4943  |
|          |      5  |      1.0791  |     0.9082  |   0.8679  |               |              2.9659  |
|          |      6  |      1.0664  |     0.9141  |   0.8887  |               |              3.4429  |
|          |      7  |      1.0410  |     0.9307  |   0.8943  |               |              3.9197  |
|          |      8  |      1.0156  |     0.9443  |   0.9023  |               |              4.4017  |
|          |   eval  |      1.0156  |     0.9443  |   0.9023  |       0.9127  |              4.5657  |
------------------------------------------------------------------------------------------------------

|      20  |      0  |      1.6992  |     0.5957  |   0.6055  |               |              0.5277  |
|          |      1  |      1.3320  |     0.7861  |   0.7205  |               |              1.0442  |
|          |      2  |      1.2373  |     0.8076  |   0.7925  |               |              1.5609  |
|          |      3  |      1.1475  |     0.8730  |   0.8103  |               |              2.0273  |
|          |      4  |      1.1016  |     0.9033  |   0.8602  |               |              2.4986  |
|          |      5  |      1.0811  |     0.9111  |   0.8801  |               |              2.8961  |
|          |      6  |      1.0479  |     0.9277  |   0.8867  |               |              3.3771  |
|          |      7  |      1.0371  |     0.9336  |   0.8963  |               |              3.8583  |
|          |      8  |      1.0137  |     0.9473  |   0.9034  |               |              4.3428  |
|          |   eval  |      1.0137  |     0.9473  |   0.9034  |       0.9166  |              4.5065  |
------------------------------------------------------------------------------------------------------

|      21  |      0  |      1.6914  |     0.5850  |   0.6081  |               |              0.4640  |
|          |      1  |      1.3193  |     0.7861  |   0.7307  |               |              0.9777  |
|          |      2  |      1.2188  |     0.8350  |   0.8179  |               |              1.4924  |
|          |      3  |      1.1660  |     0.8682  |   0.8555  |               |              2.0310  |
|          |      4  |      1.1172  |     0.8896  |   0.8660  |               |              2.5041  |
|          |      5  |      1.0840  |     0.9131  |   0.8813  |               |              2.9862  |
|          |      6  |      1.0449  |     0.9287  |   0.8943  |               |              3.4810  |
|          |      7  |      1.0293  |     0.9375  |   0.8996  |               |              4.0796  |
|          |      8  |      1.0137  |     0.9492  |   0.9057  |               |              4.7031  |
|          |   eval  |      1.0137  |     0.9492  |   0.9057  |       0.9125  |              4.8679  |
------------------------------------------------------------------------------------------------------

|      22  |      0  |      1.6562  |     0.6211  |   0.5867  |               |              0.5522  |
|          |      1  |      1.3291  |     0.7686  |   0.6894  |               |              1.2116  |
|          |      2  |      1.2207  |     0.8281  |   0.7792  |               |              1.8654  |
|          |      3  |      1.1650  |     0.8545  |   0.8281  |               |              2.3542  |
|          |      4  |      1.0977  |     0.8975  |   0.8489  |               |              2.8224  |
|          |      5  |      1.0996  |     0.9004  |   0.8685  |               |              3.2888  |
|          |      6  |      1.0537  |     0.9238  |   0.8869  |               |              3.7606  |
|          |      7  |      1.0244  |     0.9395  |   0.8979  |               |              4.2385  |
|          |      8  |      0.9990  |     0.9590  |   0.9039  |               |              4.7220  |
|          |   eval  |      0.9990  |     0.9590  |   0.9039  |       0.9120  |              4.8863  |
------------------------------------------------------------------------------------------------------

|      23  |      0  |      1.7012  |     0.6055  |   0.5867  |               |              0.5120  |
|          |      1  |      1.3232  |     0.7588  |   0.6686  |               |              1.0332  |
|          |      2  |      1.2041  |     0.8398  |   0.8142  |               |              1.5654  |
|          |      3  |      1.1445  |     0.8760  |   0.8350  |               |              2.0421  |
|          |      4  |      1.1143  |     0.8809  |   0.8632  |               |              2.5077  |
|          |      5  |      1.0850  |     0.9062  |   0.8738  |               |              2.9719  |
|          |      6  |      1.0430  |     0.9365  |   0.8823  |               |              3.4372  |
|          |      7  |      1.0332  |     0.9355  |   0.8993  |               |              3.8832  |
|          |      8  |      1.0225  |     0.9375  |   0.9062  |               |              4.3613  |
|          |   eval  |      1.0225  |     0.9375  |   0.9062  |       0.9122  |              4.5251  |
------------------------------------------------------------------------------------------------------

|      24  |      0  |      1.6533  |     0.6328  |   0.6084  |               |              0.4988  |
|          |      1  |      1.3359  |     0.7617  |   0.7117  |               |              1.0161  |
|          |      2  |      1.2197  |     0.8262  |   0.7767  |               |              1.5300  |
|          |      3  |      1.1719  |     0.8574  |   0.8420  |               |              2.0016  |
|          |      4  |      1.1279  |     0.8838  |   0.8500  |               |              2.4753  |
|          |      5  |      1.0684  |     0.9082  |   0.8834  |               |              2.9500  |
|          |      6  |      1.0664  |     0.9189  |   0.8958  |               |              3.4017  |
|          |      7  |      1.0166  |     0.9453  |   0.9004  |               |              3.8811  |
|          |   eval  |      1.0166  |     0.9453  |   0.9004  |       0.9088  |              4.0456  |
------------------------------------------------------------------------------------------------------


================================================================================
