|       7  |      0  |      1.3730  |     0.7490  |   0.6837  |               |              0.4164  |
|          |      1  |      1.2812  |     0.7822  |   0.6825  |               |              0.8299  |
|          |      2  |      1.2080  |     0.8369  |   0.7561  |               |              1.2515  |
|          |      3  |      1.1621  |     0.8555  |   0.7431  |               |              1.6540  |
|          |      4  |      1.1328  |     0.8711  |   0.7427  |               |              2.0558  |
|          |      5  |      1.0996  |     0.8779  |   0.8151  |               |              2.4933  |
|          |      6  |      1.0449  |     0.9111  |   0.8767  |               |              2.8705  |
|          |      7  |      1.0391  |     0.9297  |   0.8907  |               |              3.2719  |
|          |      8  |      0.9683  |     0.9629  |   0.9211  |               |              3.6684  |
|          |   eval  |      0.9683  |     0.9629  |   0.9211  |       0.9301  |              3.8364  |
------------------------------------------------------------------------------------------------------

|       8  |      0  |      1.3955  |     0.7227  |   0.6634  |               |              0.4256  |
|          |      1  |      1.2764  |     0.8008  |   0.4866  |               |              0.8392  |
|          |      2  |      1.2080  |     0.8281  |   0.5678  |               |              1.2756  |
|          |      3  |      1.1543  |     0.8623  |   0.8092  |               |              1.6572  |
|          |      4  |      1.1445  |     0.8711  |   0.8092  |               |              2.0612  |
|          |      5  |      1.0840  |     0.9053  |   0.8628  |               |              2.4598  |
|          |      6  |      1.0596  |     0.9209  |   0.8902  |               |              2.8492  |
|          |      7  |      1.0146  |     0.9375  |   0.8903  |               |              3.2273  |
|          |      8  |      0.9619  |     0.9668  |   0.9197  |               |              3.6283  |
|          |   eval  |      0.9619  |     0.9668  |   0.9197  |       0.9286  |              3.7971  |
------------------------------------------------------------------------------------------------------

|       9  |      0  |      1.3818  |     0.7461  |   0.6415  |               |              0.4146  |
|          |      1  |      1.2979  |     0.7920  |   0.4711  |               |              0.8489  |
|          |      2  |      1.2031  |     0.8447  |   0.7340  |               |              1.2907  |
|          |      3  |      1.1592  |     0.8545  |   0.7306  |               |              1.6888  |
|          |      4  |      1.1367  |     0.8691  |   0.8173  |               |              2.0676  |
|          |      5  |      1.0820  |     0.8975  |   0.8552  |               |              2.4897  |
|          |      6  |      1.0586  |     0.9102  |   0.8649  |               |              2.8671  |
|          |      7  |      1.0273  |     0.9326  |   0.8868  |               |              3.2493  |
|          |      8  |      0.9590  |     0.9678  |   0.9222  |               |              3.6274  |
|          |   eval  |      0.9590  |     0.9678  |   0.9222  |       0.9295  |              3.7960  |
------------------------------------------------------------------------------------------------------

|      10  |      0  |      1.4004  |     0.7207  |   0.5932  |               |              0.4168  |
|          |      1  |      1.2539  |     0.8047  |   0.6332  |               |              0.8302  |
|          |      2  |      1.2041  |     0.8330  |   0.7328  |               |              1.2442  |
|          |      3  |      1.1562  |     0.8633  |   0.7391  |               |              1.6259  |
|          |      4  |      1.1543  |     0.8535  |   0.7278  |               |              2.0044  |
|          |      5  |      1.1104  |     0.8838  |   0.7724  |               |              2.3919  |
|          |      6  |      1.0664  |     0.9033  |   0.8721  |               |              2.7915  |
|          |      7  |      1.0273  |     0.9287  |   0.8730  |               |              3.1940  |
|          |      8  |      0.9790  |     0.9580  |   0.9226  |               |              3.6063  |
|          |   eval  |      0.9790  |     0.9580  |   0.9226  |       0.9321  |              3.7749  |
------------------------------------------------------------------------------------------------------

|      11  |      0  |      1.4219  |     0.7119  |   0.6023  |               |              0.4366  |
|          |      1  |      1.2637  |     0.8037  |   0.5453  |               |              0.8645  |
|          |      2  |      1.2500  |     0.7998  |   0.6806  |               |              1.2923  |
|          |      3  |      1.1758  |     0.8516  |   0.6624  |               |              1.7018  |
|          |      4  |      1.1143  |     0.8779  |   0.7206  |               |              2.0812  |
|          |      5  |      1.1133  |     0.8789  |   0.8081  |               |              2.4629  |
|          |      6  |      1.0400  |     0.9258  |   0.8784  |               |              2.8510  |
|          |      7  |      1.0283  |     0.9307  |   0.8845  |               |              3.2530  |
|          |      8  |      0.9878  |     0.9551  |   0.9108  |               |              3.6562  |
|          |   eval  |      0.9878  |     0.9551  |   0.9108  |       0.9183  |              3.8245  |
------------------------------------------------------------------------------------------------------

|      12  |      0  |      1.3936  |     0.7275  |   0.5925  |               |              0.4173  |
|          |      1  |      1.2803  |     0.7861  |   0.6408  |               |              0.8821  |
|          |      2  |      1.2207  |     0.8242  |   0.5781  |               |              1.3086  |
|          |      3  |      1.1621  |     0.8721  |   0.7928  |               |              1.7161  |
|          |      4  |      1.1162  |     0.8730  |   0.7996  |               |              2.1318  |
|          |      5  |      1.1006  |     0.8799  |   0.8269  |               |              2.5994  |
|          |      6  |      1.0586  |     0.9092  |   0.8499  |               |              3.0634  |
|          |      7  |      1.0264  |     0.9316  |   0.8919  |               |              3.5176  |
|          |      8  |      0.9927  |     0.9492  |   0.9109  |               |              3.9136  |
|          |   eval  |      0.9927  |     0.9492  |   0.9109  |       0.9209  |              4.0827  |
------------------------------------------------------------------------------------------------------

|      13  |      0  |      1.4150  |     0.7129  |   0.6567  |               |              0.4840  |
|          |      1  |      1.2900  |     0.7822  |   0.7160  |               |              0.9831  |
|          |      2  |      1.2148  |     0.8232  |   0.7657  |               |              1.4393  |
|          |      3  |      1.1729  |     0.8486  |   0.7513  |               |              1.8200  |
|          |      4  |      1.1328  |     0.8730  |   0.8343  |               |              2.1999  |
|          |      5  |      1.0889  |     0.8955  |   0.8459  |               |              2.5997  |
|          |      6  |      1.0469  |     0.9209  |   0.8732  |               |              3.0061  |
|          |      7  |      1.0098  |     0.9395  |   0.8819  |               |              3.4094  |
|          |      8  |      0.9878  |     0.9424  |   0.9189  |               |              3.7898  |
|          |   eval  |      0.9878  |     0.9424  |   0.9189  |       0.9286  |              3.9591  |
------------------------------------------------------------------------------------------------------

|      14  |      0  |      1.4512  |     0.6709  |   0.5132  |               |              0.4189  |
|          |      1  |      1.2393  |     0.8115  |   0.5668  |               |              0.8490  |
|          |      2  |      1.2100  |     0.8340  |   0.6460  |               |              1.2798  |
|          |      3  |      1.1797  |     0.8496  |   0.8017  |               |              1.6802  |
|          |      4  |      1.1211  |     0.8838  |   0.8427  |               |              2.0823  |
|          |      5  |      1.1016  |     0.8877  |   0.8493  |               |              2.4836  |
|          |      6  |      1.0479  |     0.9258  |   0.8923  |               |              2.8921  |
|          |      7  |      1.0186  |     0.9385  |   0.8907  |               |              3.2980  |
|          |      8  |      0.9717  |     0.9590  |   0.9193  |               |              3.7007  |
|          |   eval  |      0.9717  |     0.9590  |   0.9193  |       0.9279  |              3.8702  |
------------------------------------------------------------------------------------------------------

|      15  |      0  |      1.3779  |     0.7334  |   0.6098  |               |              0.4174  |
|          |      1  |      1.3027  |     0.7686  |   0.6058  |               |              0.8362  |
|          |      2  |      1.2266  |     0.8271  |   0.7420  |               |              1.2536  |
|          |      3  |      1.1855  |     0.8457  |   0.6752  |               |              1.6344  |
|          |      4  |      1.1289  |     0.8809  |   0.8540  |               |              2.0393  |
|          |      5  |      1.0996  |     0.8867  |   0.8106  |               |              2.4393  |
|          |      6  |      1.0420  |     0.9219  |   0.8767  |               |              2.8247  |
|          |      7  |      1.0234  |     0.9326  |   0.8867  |               |              3.2065  |
|          |      8  |      0.9849  |     0.9473  |   0.9149  |               |              3.6036  |
|          |   eval  |      0.9849  |     0.9473  |   0.9149  |       0.9247  |              3.7725  |
------------------------------------------------------------------------------------------------------

|      16  |      0  |      1.3828  |     0.7383  |   0.5872  |               |              0.4175  |
|          |      1  |      1.2764  |     0.7881  |   0.7112  |               |              0.8401  |
|          |      2  |      1.2012  |     0.8340  |   0.7127  |               |              1.2707  |
|          |      3  |      1.1875  |     0.8447  |   0.7450  |               |              1.6812  |
|          |      4  |      1.1309  |     0.8848  |   0.8362  |               |              2.0819  |
|          |      5  |      1.1064  |     0.8857  |   0.7764  |               |              2.4863  |
|          |      6  |      1.0273  |     0.9268  |   0.8667  |               |              2.8894  |
|          |      7  |      1.0225  |     0.9248  |   0.9016  |               |              3.2904  |
|          |   eval  |      1.0225  |     0.9248  |   0.9016  |       0.9097  |              3.4599  |
------------------------------------------------------------------------------------------------------

|      17  |      0  |      1.3750  |     0.7422  |   0.6715  |               |              0.4180  |
|          |      1  |      1.3447  |     0.7588  |   0.6708  |               |              0.8336  |
|          |      2  |      1.2139  |     0.8291  |   0.7655  |               |              1.2598  |
|          |      3  |      1.1396  |     0.8623  |   0.7920  |               |              1.6698  |
|          |      4  |      1.1230  |     0.8789  |   0.8573  |               |              2.0532  |
|          |      5  |      1.1094  |     0.8789  |   0.7793  |               |              2.4556  |
|          |      6  |      1.0322  |     0.9248  |   0.8233  |               |              2.8594  |
|          |      7  |      1.0254  |     0.9326  |   0.8857  |               |              3.2625  |
|          |      8  |      0.9683  |     0.9697  |   0.9252  |               |              3.6608  |
|          |   eval  |      0.9683  |     0.9697  |   0.9252  |       0.9316  |              3.8308  |
------------------------------------------------------------------------------------------------------

|      18  |      0  |      1.3545  |     0.7607  |   0.6371  |               |              0.4180  |
|          |      1  |      1.2432  |     0.8086  |   0.6204  |               |              0.8331  |
|          |      2  |      1.2031  |     0.8516  |   0.6449  |               |              1.2491  |
|          |      3  |      1.2148  |     0.8213  |   0.6741  |               |              1.6514  |
|          |      4  |      1.1445  |     0.8672  |   0.7776  |               |              2.0548  |
|          |      5  |      1.0781  |     0.9023  |   0.8609  |               |              2.4594  |
|          |      6  |      1.0537  |     0.9170  |   0.8627  |               |              2.8557  |
|          |      7  |      1.0244  |     0.9297  |   0.8829  |               |              3.2656  |
|          |      8  |      0.9678  |     0.9600  |   0.9243  |               |              3.6675  |
|          |   eval  |      0.9678  |     0.9600  |   0.9243  |       0.9334  |              3.8369  |
------------------------------------------------------------------------------------------------------

|      19  |      0  |      1.4443  |     0.6865  |   0.6049  |               |              0.4186  |
|          |      1  |      1.2725  |     0.8008  |   0.4324  |               |              0.8392  |
|          |      2  |      1.2324  |     0.8213  |   0.7696  |               |              1.2704  |
|          |      3  |      1.1768  |     0.8506  |   0.8087  |               |              1.6711  |
|          |      4  |      1.1514  |     0.8623  |   0.7721  |               |              2.0729  |
|          |      5  |      1.1006  |     0.8945  |   0.8062  |               |              2.4764  |
|          |      6  |      1.0459  |     0.9150  |   0.8698  |               |              2.8765  |
|          |      7  |      1.0371  |     0.9248  |   0.8549  |               |              3.2773  |
|          |      8  |      0.9697  |     0.9629  |   0.9203  |               |              3.6813  |
|          |   eval  |      0.9697  |     0.9629  |   0.9203  |       0.9285  |              3.8506  |
------------------------------------------------------------------------------------------------------

|      20  |      0  |      1.3955  |     0.7285  |   0.7077  |               |              0.4189  |
|          |      1  |      1.3105  |     0.7783  |   0.6886  |               |              0.8439  |
|          |      2  |      1.1699  |     0.8545  |   0.6796  |               |              1.2788  |
|          |      3  |      1.1475  |     0.8838  |   0.8159  |               |              1.6924  |
|          |      4  |      1.0977  |     0.9043  |   0.8377  |               |              2.0980  |
|          |      5  |      1.0996  |     0.8838  |   0.8130  |               |              2.5053  |
|          |      6  |      1.0391  |     0.9268  |   0.8729  |               |              2.9167  |
|          |      7  |      1.0156  |     0.9355  |   0.8824  |               |              3.3260  |
|          |      8  |      0.9756  |     0.9512  |   0.9198  |               |              3.7291  |
|          |   eval  |      0.9756  |     0.9512  |   0.9198  |       0.9282  |              3.8986  |
------------------------------------------------------------------------------------------------------

|      21  |      0  |      1.3779  |     0.7363  |   0.7221  |               |              0.4218  |
|          |      1  |      1.2422  |     0.8115  |   0.7215  |               |              0.8388  |
|          |      2  |      1.2217  |     0.8311  |   0.6895  |               |              1.2548  |
|          |      3  |      1.2178  |     0.8252  |   0.6962  |               |              1.6567  |
|          |      4  |      1.1113  |     0.8799  |   0.8424  |               |              2.0620  |
|          |      5  |      1.1006  |     0.8906  |   0.7895  |               |              2.4741  |
|          |      6  |      1.0430  |     0.9189  |   0.8658  |               |              2.8747  |
|          |      7  |      1.0244  |     0.9297  |   0.8963  |               |              3.2761  |
|          |      8  |      0.9756  |     0.9531  |   0.9235  |               |              3.6733  |
|          |   eval  |      0.9756  |     0.9531  |   0.9235  |       0.9357  |              3.8427  |
------------------------------------------------------------------------------------------------------

|      22  |      0  |      1.3955  |     0.7119  |   0.5303  |               |              0.4266  |
|          |      1  |      1.2432  |     0.8232  |   0.7729  |               |              0.8435  |
|          |      2  |      1.2461  |     0.8086  |   0.7074  |               |              1.2702  |
|          |      3  |      1.1904  |     0.8369  |   0.7613  |               |              1.6850  |
|          |      4  |      1.1426  |     0.8770  |   0.8308  |               |              2.0882  |
|          |      5  |      1.1104  |     0.8818  |   0.8446  |               |              2.4920  |
|          |      6  |      1.0420  |     0.9209  |   0.8792  |               |              2.8945  |
|          |      7  |      1.0293  |     0.9277  |   0.8700  |               |              3.2844  |
|          |      8  |      0.9688  |     0.9600  |   0.9169  |               |              3.6662  |
|          |   eval  |      0.9688  |     0.9600  |   0.9169  |       0.9245  |              3.8365  |
------------------------------------------------------------------------------------------------------

|      23  |      0  |      1.3281  |     0.7812  |   0.6314  |               |              0.4182  |
|          |      1  |      1.2334  |     0.8164  |   0.7521  |               |              0.8423  |
|          |      2  |      1.2217  |     0.8301  |   0.7208  |               |              1.2695  |
|          |      3  |      1.1758  |     0.8408  |   0.7855  |               |              1.6748  |
|          |      4  |      1.1318  |     0.8730  |   0.7758  |               |              2.0801  |
|          |      5  |      1.1182  |     0.8809  |   0.8241  |               |              2.4768  |
|          |      6  |      1.0664  |     0.9033  |   0.8557  |               |              2.8633  |
|          |      7  |      1.0381  |     0.9199  |   0.8827  |               |              3.2622  |
|          |      8  |      0.9688  |     0.9648  |   0.9140  |               |              3.6636  |
|          |   eval  |      0.9688  |     0.9648  |   0.9140  |       0.9225  |              3.8336  |
------------------------------------------------------------------------------------------------------

|      24  |      0  |      1.3711  |     0.7539  |   0.7167  |               |              0.4199  |
|          |      1  |      1.2988  |     0.7842  |   0.7115  |               |              0.8415  |
|          |      2  |      1.2305  |     0.8115  |   0.6264  |               |              1.2718  |
|          |      3  |      1.1777  |     0.8350  |   0.6955  |               |              1.6706  |
|          |      4  |      1.1377  |     0.8623  |   0.8151  |               |              2.0525  |
|          |      5  |      1.0635  |     0.9199  |   0.8602  |               |              2.4510  |
|          |      6  |      1.0508  |     0.9043  |   0.8884  |               |              2.8591  |
|          |      7  |      1.0430  |     0.9131  |   0.8982  |               |              3.2591  |
|          |      8  |      0.9634  |     0.9707  |   0.9173  |               |              3.6668  |
|          |   eval  |      0.9634  |     0.9707  |   0.9173  |       0.9300  |              3.8364  |
------------------------------------------------------------------------------------------------------


================================================================================
