================================================================================
Airbench94 Training Configuration Log
================================================================================

AGC Used: True
AGC Clip Factor: 10.0
Learning Rate (per 1024 examples): 46.0

Summary Results:
Mean Accuracy: 0.9216
Std Accuracy: 0.0075
Time Mean: 4.8801 seconds
Time Std: 1.9078 seconds

================================================================================

Detailed Training Logs:
================================================================================

------------------------------------------------------------------------------------------------------

|      13  |      0  |      1.3828  |     0.7393  |   0.4996  |               |              0.4969  |
|          |      1  |      1.4219  |     0.7227  |   0.3755  |               |              1.0001  |
|          |      2  |      1.5049  |     0.6514  |   0.2461  |               |              1.4256  |
|          |      3  |      1.3242  |     0.7803  |   0.4194  |               |              1.8186  |
|          |      4  |      1.2344  |     0.8115  |   0.4674  |               |              2.2882  |
|          |      5  |      1.1387  |     0.8760  |   0.7591  |               |              2.7481  |
|          |      6  |      1.0869  |     0.8916  |   0.8126  |               |              3.2041  |
|          |      7  |      1.0459  |     0.9238  |   0.8833  |               |              3.6646  |
|          |      8  |      1.0078  |     0.9355  |   0.9105  |               |              4.1347  |
|          |   eval  |      1.0078  |     0.9355  |   0.9105  |       0.9230  |              4.3008  |
------------------------------------------------------------------------------------------------------

|      14  |      0  |      1.4375  |     0.6963  |   0.4866  |               |              0.4955  |
|          |      1  |      1.3340  |     0.7656  |   0.3036  |               |              0.9993  |
|          |      2  |      1.3613  |     0.7461  |   0.4973  |               |              1.5136  |
|          |      3  |      1.2139  |     0.8330  |   0.7229  |               |              1.9778  |
|          |      4  |      1.1582  |     0.8613  |   0.7262  |               |              2.4410  |
|          |      5  |      1.1348  |     0.8623  |   0.7972  |               |              2.9002  |
|          |      6  |      1.0664  |     0.9062  |   0.8236  |               |              3.3663  |
|          |      7  |      1.0449  |     0.9121  |   0.8693  |               |              3.8069  |
|          |      8  |      0.9893  |     0.9463  |   0.9060  |               |              4.2653  |
|          |   eval  |      0.9893  |     0.9463  |   0.9060  |       0.9157  |              4.4300  |
------------------------------------------------------------------------------------------------------

|      15  |      0  |      1.4385  |     0.7070  |   0.4370  |               |              0.4943  |
|          |      1  |      1.3740  |     0.7432  |   0.1995  |               |              0.9724  |
|          |      2  |      1.2676  |     0.7959  |   0.5129  |               |              1.4652  |
|          |      3  |      1.2227  |     0.8223  |   0.6694  |               |              1.9335  |
|          |      4  |      1.1914  |     0.8330  |   0.6820  |               |              2.3968  |
|          |      5  |      1.1318  |     0.8750  |   0.8165  |               |              2.8621  |
|          |      6  |      1.0576  |     0.9189  |   0.7339  |               |              3.3255  |
|          |      7  |      1.0557  |     0.9082  |   0.8843  |               |              3.7868  |
|          |      8  |      0.9873  |     0.9531  |   0.9108  |               |              4.2450  |
|          |   eval  |      0.9873  |     0.9531  |   0.9108  |       0.9217  |              4.4101  |
------------------------------------------------------------------------------------------------------

|      16  |      0  |      1.4209  |     0.7051  |   0.5530  |               |              0.5098  |
|          |      1  |      1.4053  |     0.7314  |   0.4629  |               |              1.0074  |
|          |      2  |      1.2939  |     0.7803  |   0.6369  |               |              1.5058  |
|          |      3  |      1.1875  |     0.8398  |   0.6696  |               |              1.9719  |
|          |      4  |      1.1973  |     0.8340  |   0.7413  |               |              2.4395  |
|          |      5  |      1.1221  |     0.8701  |   0.8164  |               |              2.8843  |
|          |      6  |      1.0703  |     0.9092  |   0.8591  |               |              3.3453  |
|          |      7  |      1.0420  |     0.9238  |   0.8772  |               |              3.7987  |
|          |      8  |      0.9805  |     0.9521  |   0.9161  |               |              4.2510  |
|          |   eval  |      0.9805  |     0.9521  |   0.9161  |       0.9254  |              4.4172  |
------------------------------------------------------------------------------------------------------

|      17  |      0  |      1.4043  |     0.7188  |   0.4443  |               |              0.4915  |
|          |      1  |      1.3594  |     0.7461  |   0.4383  |               |              1.0039  |
|          |      2  |      1.3262  |     0.7773  |   0.2168  |               |              1.5059  |
|          |      3  |      1.1904  |     0.8408  |   0.7481  |               |              1.9932  |
|          |      4  |      1.2119  |     0.8252  |   0.7971  |               |              2.4520  |
|          |      5  |      1.1289  |     0.8770  |   0.7343  |               |              2.8922  |
|          |      6  |      1.0527  |     0.9209  |   0.8219  |               |              3.3580  |
|          |      7  |      1.0469  |     0.9189  |   0.8859  |               |              3.8179  |
|          |      8  |      1.0000  |     0.9424  |   0.9152  |               |              4.2866  |
|          |   eval  |      1.0000  |     0.9424  |   0.9152  |       0.9235  |              4.4526  |
------------------------------------------------------------------------------------------------------

|      18  |      0  |      1.4199  |     0.7129  |   0.6462  |               |              0.4633  |
|          |      1  |      1.4785  |     0.6855  |   0.3016  |               |              0.9657  |
|          |      2  |      1.3213  |     0.7754  |   0.4946  |               |              1.4722  |
|          |      3  |      1.2070  |     0.8350  |   0.7224  |               |              1.9396  |
|          |      4  |      1.2109  |     0.8271  |   0.6612  |               |              2.3462  |
|          |      5  |      1.1377  |     0.8643  |   0.7093  |               |              2.8087  |
|          |      6  |      1.0645  |     0.9092  |   0.8142  |               |              3.2759  |
|          |      7  |      1.0537  |     0.9180  |   0.8732  |               |              3.7344  |
|          |      8  |      0.9956  |     0.9453  |   0.9019  |               |              4.1942  |
|          |   eval  |      0.9956  |     0.9453  |   0.9019  |       0.9130  |              4.3599  |
------------------------------------------------------------------------------------------------------

|      19  |      0  |      1.3984  |     0.7305  |   0.5612  |               |              0.4928  |
|          |      1  |      1.3721  |     0.7520  |   0.2855  |               |              0.9951  |
|          |      2  |      1.3184  |     0.7734  |   0.5047  |               |              1.4370  |
|          |      3  |      1.2188  |     0.8271  |   0.6226  |               |              1.9177  |
|          |      4  |      1.2012  |     0.8330  |   0.7169  |               |              2.3307  |
|          |      5  |      1.1377  |     0.8682  |   0.7648  |               |              2.7938  |
|          |      6  |      1.0586  |     0.9111  |   0.8297  |               |              3.2558  |
|          |      7  |      1.0508  |     0.9111  |   0.8367  |               |              3.7242  |
|          |      8  |      0.9751  |     0.9521  |   0.9032  |               |              4.1746  |
|          |   eval  |      0.9751  |     0.9521  |   0.9032  |       0.9139  |              4.3406  |
------------------------------------------------------------------------------------------------------

|      20  |      0  |      1.4307  |     0.6982  |   0.4327  |               |              0.4859  |
|          |      1  |      1.4062  |     0.7344  |   0.3398  |               |              0.9345  |
|          |      2  |      1.2305  |     0.8281  |   0.6140  |               |              1.4365  |
|          |      3  |      1.2148  |     0.8457  |   0.6334  |               |              1.9029  |
|          |      4  |      1.1650  |     0.8545  |   0.7289  |               |              2.3646  |
|          |      5  |      1.1260  |     0.8721  |   0.7590  |               |              2.8315  |
|          |      6  |      1.0781  |     0.9082  |   0.7953  |               |              3.3323  |
|          |      7  |      1.0615  |     0.9072  |   0.7902  |               |              3.7999  |
|          |      8  |      0.9917  |     0.9453  |   0.9148  |               |              4.2499  |
|          |   eval  |      0.9917  |     0.9453  |   0.9148  |       0.9228  |              4.4151  |
------------------------------------------------------------------------------------------------------

|      21  |      0  |      1.4648  |     0.6846  |   0.5255  |               |              0.4771  |
|          |      1  |      1.4121  |     0.7188  |   0.3056  |               |              0.9871  |
|          |      2  |      1.3105  |     0.7861  |   0.3063  |               |              1.4861  |
|          |      3  |      1.2471  |     0.8115  |   0.5756  |               |              1.8994  |
|          |      4  |      1.1582  |     0.8584  |   0.7579  |               |              2.3695  |
|          |      5  |      1.1055  |     0.8906  |   0.7603  |               |              2.8290  |
|          |      6  |      1.0781  |     0.8975  |   0.7995  |               |              3.2900  |
|          |      7  |      1.0381  |     0.9229  |   0.8767  |               |              3.7075  |
|          |      8  |      0.9863  |     0.9521  |   0.8987  |               |              4.1760  |
|          |      9  |      0.9644  |     0.9658  |   0.9278  |               |              4.5891  |
|          |   eval  |      0.9644  |     0.9658  |   0.9278  |       0.9371  |              4.7553  |
------------------------------------------------------------------------------------------------------

|      22  |      0  |      1.4268  |     0.7275  |   0.4588  |               |              0.4849  |
|          |      1  |      1.3984  |     0.7305  |   0.4180  |               |              0.9875  |
|          |      2  |      1.2734  |     0.8066  |   0.4978  |               |              1.4958  |
|          |      3  |      1.2012  |     0.8398  |   0.6279  |               |              1.9519  |
|          |      4  |      1.1494  |     0.8643  |   0.7308  |               |              2.4126  |
|          |      5  |      1.1494  |     0.8613  |   0.7587  |               |              2.8805  |
|          |      6  |      1.0537  |     0.9160  |   0.8481  |               |              3.3335  |
|          |      7  |      1.0293  |     0.9346  |   0.8663  |               |              3.7848  |
|          |      8  |      0.9731  |     0.9629  |   0.9054  |               |              4.2443  |
|          |   eval  |      0.9731  |     0.9629  |   0.9054  |       0.9127  |              4.4105  |
------------------------------------------------------------------------------------------------------

|      23  |      0  |      1.4092  |     0.7227  |   0.6821  |               |              0.4933  |
|          |      1  |      1.4395  |     0.7100  |   0.4793  |               |              1.0060  |
|          |      2  |      1.2256  |     0.8369  |   0.7700  |               |              1.5000  |
|          |      3  |      1.2021  |     0.8291  |   0.7583  |               |              1.9633  |
|          |      4  |      1.1826  |     0.8408  |   0.7674  |               |              2.4182  |
|          |      5  |      1.1299  |     0.8818  |   0.6659  |               |              2.8630  |
|          |      6  |      1.0654  |     0.8965  |   0.8394  |               |              3.3233  |
|          |      7  |      1.0303  |     0.9297  |   0.8451  |               |              3.7902  |
|          |      8  |      0.9956  |     0.9424  |   0.9081  |               |              4.2611  |
|          |   eval  |      0.9956  |     0.9424  |   0.9081  |       0.9205  |              4.4272  |
------------------------------------------------------------------------------------------------------

|      24  |      0  |      1.3965  |     0.7344  |   0.3823  |               |              0.4916  |
|          |      1  |      1.3389  |     0.7568  |   0.5384  |               |              1.0023  |
|          |      2  |      1.2734  |     0.8057  |   0.5637  |               |              1.5145  |
|          |      3  |      1.2422  |     0.8115  |   0.6367  |               |              2.0219  |
|          |      4  |      1.1963  |     0.8242  |   0.7954  |               |              2.4951  |
|          |      5  |      1.1396  |     0.8721  |   0.6560  |               |              2.9511  |
|          |      6  |      1.0654  |     0.9062  |   0.8332  |               |              3.4194  |
|          |      7  |      1.0557  |     0.9150  |   0.8751  |               |              3.8701  |
|          |      8  |      0.9863  |     0.9541  |   0.9128  |               |              4.3273  |
|          |   eval  |      0.9863  |     0.9541  |   0.9128  |       0.9205  |              4.4932  |
------------------------------------------------------------------------------------------------------


================================================================================
