================================================================================
Airbench94 Training Configuration Log
================================================================================

AGC Used: False
Learning Rate (per 1024 examples): 23.0

Summary Results:
Mean Accuracy: 0.9254
Std Accuracy: 0.0055
Time Mean: 4.1179 seconds
Time Std: 1.6386 seconds

================================================================================

Detailed Training Logs:
================================================================================

|          |      4  |      1.1133  |     0.8760  |   0.8011  |               |              2.0624  |
|          |      5  |      1.0947  |     0.8975  |   0.8404  |               |              2.4633  |
|          |      6  |      1.0488  |     0.9180  |   0.8911  |               |              2.8629  |
|          |      7  |      1.0303  |     0.9316  |   0.8989  |               |              3.2774  |
|          |      8  |      0.9717  |     0.9600  |   0.9115  |               |              3.6772  |
|          |   eval  |      0.9717  |     0.9600  |   0.9115  |       0.9190  |              3.8438  |
------------------------------------------------------------------------------------------------------

|       8  |      0  |      1.3984  |     0.7119  |   0.5086  |               |              0.4157  |
|          |      1  |      1.3379  |     0.7588  |   0.5515  |               |              0.8448  |
|          |      2  |      1.2480  |     0.8154  |   0.6313  |               |              1.2767  |
|          |      3  |      1.1885  |     0.8438  |   0.7837  |               |              1.6757  |
|          |      4  |      1.1631  |     0.8564  |   0.7368  |               |              2.0861  |
|          |      5  |      1.0801  |     0.8994  |   0.8586  |               |              2.4939  |
|          |      6  |      1.0615  |     0.9131  |   0.8711  |               |              2.8960  |
|          |      7  |      1.0127  |     0.9395  |   0.9035  |               |              3.3019  |
|          |   eval  |      1.0127  |     0.9395  |   0.9035  |       0.9174  |              3.4696  |
------------------------------------------------------------------------------------------------------

|       9  |      0  |      1.3809  |     0.7314  |   0.6260  |               |              0.4147  |
|          |      1  |      1.3076  |     0.7842  |   0.5278  |               |              0.8407  |
|          |      2  |      1.2285  |     0.8340  |   0.7260  |               |              1.2714  |
|          |      3  |      1.1885  |     0.8340  |   0.7292  |               |              1.6629  |
|          |      4  |      1.1348  |     0.8740  |   0.8307  |               |              2.0552  |
|          |      5  |      1.1094  |     0.8848  |   0.7749  |               |              2.4616  |
|          |      6  |      1.0527  |     0.9023  |   0.8745  |               |              2.8650  |
|          |      7  |      1.0244  |     0.9258  |   0.8824  |               |              3.2453  |
|          |      8  |      0.9595  |     0.9668  |   0.9212  |               |              3.6500  |
|          |   eval  |      0.9595  |     0.9668  |   0.9212  |       0.9314  |              3.8181  |
------------------------------------------------------------------------------------------------------

|      10  |      0  |      1.3750  |     0.7393  |   0.6749  |               |              0.4160  |
|          |      1  |      1.2637  |     0.8057  |   0.7552  |               |              0.8384  |
|          |      2  |      1.1914  |     0.8486  |   0.7755  |               |              1.2713  |
|          |      3  |      1.1670  |     0.8545  |   0.6760  |               |              1.6753  |
|          |      4  |      1.1172  |     0.8896  |   0.8161  |               |              2.0770  |
