================================================================================
Airbench94 Training Configuration Log
================================================================================

AGC Used: False
Learning Rate (per 1024 examples): 11.5

Summary Results:
Mean Accuracy: 0.9249
Std Accuracy: 0.0077
Time Mean: 4.2437 seconds
Time Std: 2.3105 seconds

================================================================================

Detailed Training Logs:
================================================================================

|       0  |      0  |      1.4580  |     0.6904  |   0.6442  |               |             11.7886  |
|          |      1  |      1.2578  |     0.8037  |   0.8084  |               |             12.2207  |
|          |      2  |      1.2051  |     0.8398  |   0.7952  |               |             12.6478  |
|          |      3  |      1.1328  |     0.8721  |   0.8302  |               |             13.0531  |
|          |      4  |      1.1182  |     0.8838  |   0.8696  |               |             13.4862  |
|          |      5  |      1.0918  |     0.9004  |   0.8477  |               |             13.8795  |
|          |      6  |      1.0391  |     0.9307  |   0.8792  |               |             14.3009  |
|          |      7  |      1.0352  |     0.9277  |   0.8920  |               |             14.7123  |
|          |      8  |      0.9692  |     0.9668  |   0.9234  |               |             15.1187  |
|          |   eval  |      0.9692  |     0.9668  |   0.9234  |       0.9322  |             15.2828  |
------------------------------------------------------------------------------------------------------

|       1  |      0  |      1.4453  |     0.6943  |   0.6033  |               |              0.4379  |
|          |      1  |      1.2451  |     0.8271  |   0.7803  |               |              0.8759  |
|          |      2  |      1.2031  |     0.8359  |   0.7550  |               |              1.2848  |
|          |      3  |      1.1562  |     0.8486  |   0.8267  |               |              1.6571  |
|          |      4  |      1.1357  |     0.8672  |   0.8372  |               |              2.0306  |
|          |      5  |      1.0947  |     0.8857  |   0.8685  |               |              2.4362  |
|          |      6  |      1.0498  |     0.9072  |   0.8943  |               |              2.8809  |
|          |      7  |      1.0352  |     0.9199  |   0.9036  |               |              3.3086  |
|          |   eval  |      1.0352  |     0.9199  |   0.9036  |       0.9159  |              3.4744  |
------------------------------------------------------------------------------------------------------

|       2  |      0  |      1.4434  |     0.7012  |   0.6278  |               |              0.4109  |
|          |      1  |      1.2754  |     0.7939  |   0.7727  |               |              0.8478  |
|          |      2  |      1.1758  |     0.8486  |   0.7769  |               |              1.3020  |
|          |      3  |      1.1445  |     0.8584  |   0.8142  |               |              1.6755  |
|          |      4  |      1.1357  |     0.8779  |   0.8232  |               |              2.0768  |
|          |      5  |      1.0752  |     0.9023  |   0.8706  |               |              2.4774  |
|          |      6  |      1.0488  |     0.9121  |   0.8956  |               |              2.8981  |
|          |      7  |      1.0186  |     0.9248  |   0.9029  |               |              3.2826  |
|          |   eval  |      1.0186  |     0.9248  |   0.9029  |       0.9145  |              3.4477  |
------------------------------------------------------------------------------------------------------

|       3  |      0  |      1.4473  |     0.6973  |   0.6246  |               |              0.4579  |
|          |      1  |      1.2773  |     0.7979  |   0.7917  |               |              0.9197  |
|          |      2  |      1.2246  |     0.8184  |   0.8025  |               |              1.3650  |
|          |      3  |      1.1523  |     0.8701  |   0.8090  |               |              1.7888  |
|          |      4  |      1.1387  |     0.8730  |   0.8614  |               |              2.2149  |
|          |      5  |      1.0918  |     0.8984  |   0.8735  |               |              2.6278  |
|          |      6  |      1.0527  |     0.9170  |   0.8887  |               |              3.0579  |
|          |      7  |      1.0244  |     0.9268  |   0.8940  |               |              3.5049  |
|          |      8  |      0.9702  |     0.9619  |   0.9222  |               |              3.9404  |
|          |   eval  |      0.9702  |     0.9619  |   0.9222  |       0.9314  |              4.1055  |
------------------------------------------------------------------------------------------------------

|       4  |      0  |      1.4102  |     0.7158  |   0.6646  |               |              0.5182  |
|          |      1  |      1.2539  |     0.8076  |   0.7853  |               |              0.9521  |
|          |      2  |      1.2197  |     0.8320  |   0.8075  |               |              1.3585  |
|          |      3  |      1.1680  |     0.8506  |   0.8353  |               |              1.7481  |
|          |      4  |      1.1260  |     0.8838  |   0.8611  |               |              2.1739  |
|          |      5  |      1.0762  |     0.9092  |   0.8379  |               |              2.5888  |
|          |      6  |      1.0430  |     0.9170  |   0.8987  |               |              3.0029  |
|          |      7  |      1.0205  |     0.9307  |   0.8997  |               |              3.4098  |
|          |      8  |      0.9712  |     0.9590  |   0.9236  |               |              3.8236  |
|          |   eval  |      0.9712  |     0.9590  |   0.9236  |       0.9304  |              3.9888  |
------------------------------------------------------------------------------------------------------

|       5  |      0  |      1.4639  |     0.6914  |   0.6992  |               |              0.4226  |
|          |      1  |      1.2939  |     0.7920  |   0.7237  |               |              0.8489  |
|          |      2  |      1.2139  |     0.8271  |   0.7352  |               |              1.3200  |
|          |      3  |      1.1777  |     0.8506  |   0.8188  |               |              1.7238  |
|          |      4  |      1.1270  |     0.8730  |   0.8734  |               |              2.1715  |
|          |      5  |      1.1025  |     0.8984  |   0.8481  |               |              2.5574  |
|          |      6  |      1.0645  |     0.9072  |   0.8744  |               |              3.0169  |
|          |      7  |      1.0166  |     0.9355  |   0.8954  |               |              3.4449  |
|          |      8  |      0.9668  |     0.9590  |   0.9229  |               |              3.8602  |
|          |   eval  |      0.9668  |     0.9590  |   0.9229  |       0.9340  |              4.0254  |
------------------------------------------------------------------------------------------------------

|       6  |      0  |      1.4258  |     0.7256  |   0.6085  |               |              0.4220  |
|          |      1  |      1.2705  |     0.8145  |   0.7606  |               |              0.8534  |
|          |      2  |      1.2080  |     0.8398  |   0.7002  |               |              1.2910  |
|          |      3  |      1.1504  |     0.8691  |   0.8181  |               |              1.7029  |
|          |      4  |      1.1270  |     0.8682  |   0.8482  |               |              2.1249  |
|          |      5  |      1.1113  |     0.8809  |   0.8463  |               |              2.5475  |
|          |      6  |      1.0439  |     0.9199  |   0.8789  |               |              2.9839  |
|          |      7  |      1.0195  |     0.9395  |   0.8981  |               |              3.3867  |
|          |      8  |      0.9741  |     0.9580  |   0.9222  |               |              3.8141  |
|          |   eval  |      0.9741  |     0.9580  |   0.9222  |       0.9316  |              3.9804  |
------------------------------------------------------------------------------------------------------

|       7  |      0  |      1.4434  |     0.6953  |   0.6355  |               |              0.4117  |
|          |      1  |      1.2490  |     0.8145  |   0.7444  |               |              0.8677  |
|          |      2  |      1.1973  |     0.8330  |   0.7797  |               |              1.3130  |
|          |      3  |      1.1562  |     0.8584  |   0.8020  |               |              1.7469  |
